id,board,company_name,sector,merchant_banker,city,size_cr,open_date,close_date,listing_date,period,year,month,ipo_url
3790,Main Board,Anlon Healthcare Limited,Pharmaceutical,Interactive Financial Services Limited,Rajkot,121.03,2025-08-26,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/Anlon-Healthcare-ipo/3790
4202,SME,Abril Paper Tech Limited,Paper and Stationery,Interactive Financial Services Limited,Surat,13.42,2025-08-29,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/abril-paper-tech-ipo/4202
4109,SME,Flysbs Aviation Limited,Aviation,Vivro Financial Services Private Limited,Chennai,102.53,2025-08-01,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/flysbs-aviation-ipo/4109
4106,SME,Essex Marine Limited,FMCG,Khandwala Securities Limited,Kolkata,23.01,2025-08-04,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/essex-marine-ipo/4106
4105,SME,Sattva Engineering Construction Limited,Engineering - EPC,Vivro Financial Services Private Limited,Chennai,35.38,2025-08-26,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/sattva-engineering-construction-india-ipo/4105
4096,SME,Shivashrit Foods Limited,FMCG,Mark Corporate Advisors Private Limited,Aligarh,70.03,2025-08-22,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/shivashrit-foods-ipo/4096
4075,SME,Snehaa Organics Limited,ESG,Fast Track Finsec Private Limited,Hyderabad,32.68,2025-08-29,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/snehaa-organics-ipo/4075
4070,SME,Current Infraprojects Limited,Infrastructure,Holani Consultants Private Limited,Jaipur,41.8,2025-08-26,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/current-infraprojects-ipo/4070
4068,SME,Jyoti Global Plast Limited,Plastic and Polymer,Unistone Capital Private Limited,Mumbai,35.44,2025-08-04,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/jyoti-global-plast-ipo/4068
4052,SME,Star Imaging and Path Lab Limited,Healthcare - Hospitals and Clinic,Share India Capital Services Private Limited,New Delhi,69.47,2025-08-08,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/star-imaging-ipo/4052
4044,SME,Parth Electricals & Engineering Limited,Electric Equipments - Transformers,Horizon Management Private Limited,Vadodara,49.72,2025-08-04,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/parth-electricals-engineering-ipo/4044
4013,SME,LGT Business Connextions Limited,Travel and Tourism,Mark Corporate Advisors Private Limited,Chennai,28.09,2025-08-19,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/lgt-business-connextions-limited/4013
3999,SME,Mahendra Realtors & Infrastructure Limited,Infrastructure,Fast Track Finsec Private Limited,Mumbai,49.45,2025-08-12,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/mahendra-realtors-and-infrastructure-limited/3999
3994,SME,Icodex Publishing Solutions Limited,Information Technology,Indcap Advisors Private Limited,Pune,42.03,2025-08-11,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/icodex-publishing-solutions-limited/3994
3993,SME,Bhadora Industries Limited,Cables and Wires,Unistone Capital Private Limited,Indore,55.62,2025-08-04,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/bhadora-industries-limited/3993
3963,SME,Arc Insulation & Insulators Limited,Engineering,Gretex Corporate Services Limited,Bishnupur,41.19,2025-08-21,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/arc-insulation-and-insulators-limited/3963
3958,SME,Studio Lsd Limited,Film and Animation - VFX,Corpwis Advisors Private Limited,Mumbai,70.13,2025-08-18,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/studio-lsd-limited/3958
3947,SME,Connplex Cinemas Limited,Film and Animation - VFX,Beeline Capital Advisors Private Limited,Ahmedabad,90.27,2025-08-07,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/connplex-cinemas-limited/3947
3941,SME,Globtier Infotech limited,Information Technology,Shannon Advisors Private Limited,New Delhi,31.05,2025-08-25,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/globtier-infotech-limited/3941
3928,SME,Oval Projects Engineering Limited,Engineering - EPC,Smc Capitals Limited,Agartala,46.74,2025-08-28,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/oval-projects-engineering-limited/3928
3927,SME,Anb Metal Cast Limited,Aluminium,Sun Capital Advisory Services (P) Limited,Rajkot,49.92,2025-08-08,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/anb-metal-cast-limited/3927
3909,SME,Medistep Healthcare Limited,Healthcare - Personal Care,Fast Track Finsec Private Limited,Ahmedabad,16.1,2025-08-08,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/medistep-healthcare-limited/3909
3876,SME,Anondita Medicare Limited,Healthcare - Personal Care,Narnolia Financial Services Limited,New Delhi,69.5,2025-08-22,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/anondita-medicare-limited/3876
3847,SME,Sawaliya Food Products Limited,FMCG,Unistone Capital Private Limited,Indore,34.83,2025-08-07,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/sawaliya-food-products-limited/3847
3840,SME,Aaradhya Disposal Industries Limited,Packaging & Disposables,Khambatta Securities Limited,Ujjain,45.1,2025-08-04,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/aaradhya-disposal-industries-limited/3840
3782,SME,Sugs Lloyd Limited,Solar - Energy,3Dimesnion Capital Services Limited,New Delhi,85.66,2025-08-29,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/sugs-lloyd-limited/3782
3742,SME,NIS Management Limited,Human Resources and Manpower,Share India Capital Services Private Limited,Kolkata,60.01,2025-08-25,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/nis-management-limited/3742
3739,SME,BLT Logistics Limited,Logistics,Beeline Capital Advisors Private Limited,New Delhi,9.72,2025-08-04,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/blt-logistics-limited/3739
3695,SME,Classic Electrodes (India) Limited,Electric Equipments - OEM,GYR Capital Advisors Private Limited,Kolkata,41.51,2025-08-22,1970-01-01,,2025-08,2025,8,https://www.ipoplatform.com/ipo/classic-electrodes-india-limited/3695
4226,Main Board,PropShare Titania SM REIT,Real Estate - REIT,Kotak Mahindra Capital Company Limited,Bengaluru,473.0,2025-07-21,,,2025-07,2025,7,https://www.ipoplatform.com/ipo/propshare-titania-sm-reit-ipo/4226
4100,Main Board,NSDL (National Securities Depository Limited),Banking and Finance,Idbi Capital Market Services Limited Idbi Capital Market Services Limited and Axis Bank Limited and Hsbc Securities & Capital Markets Private limited and ICICI Securities Limited +,Mumbai,4011.6,2025-07-30,1970-01-01,,2025-07,2025,7,https://www.ipoplatform.com/ipo/nsdl-ipo/4100
4089,Main Board,GNG Electronics Limited,Retail,Jm Financial Limited Jm Financial Limited and Motilal Oswal Investment Advisors Limited +,Mumbai,460.43,2025-07-23,1970-01-01,,2025-07,2025,7,https://www.ipoplatform.com/ipo/gng-electronics-ipo/4089
3969,Main Board,Shanti Gold International Limited,Jewellery,Choice Capital Advisors Private Limited,Mumbai,360.11,2025-07-25,1970-01-01,,2025-07,2025,7,https://www.ipoplatform.com/ipo/shanti-gold-international-limited/3969
3934,Main Board,Anthem Biosciences Limited,Pharmaceutical,Citigroup Global Markets India Private Limited Citigroup Global Markets India Private Limited and J.P. Morgan India Private Limited and Jm Financial Limited and Nomura Financial Advisory And Securities (India) Private Limited +,Bengaluru,3395.0,2025-07-14,1970-01-01,,2025-07,2025,7,https://www.ipoplatform.com/ipo/anthem-biosciences-limited/3934
3933,Main Board,Sri Lotus Developers and Realty Limited,Real Estate,Monarch Networth Capital Limited Monarch Networth Capital Limited and Motilal Oswal Investment Advisors Limited +,Mumbai,792.0,2025-07-30,1970-01-01,,2025-07,2025,7,https://www.ipoplatform.com/ipo/sri-lotus-developers-and-realty-limited/3933
3915,Main Board,Indiqube Spaces Limited,Corporate Solutions,ICICI Securities Limited ICICI Securities Limited and Jm Financial Limited +,Bengaluru,700.0,2025-07-23,1970-01-01,,2025-07,2025,7,https://www.ipoplatform.com/ipo/indiqube-space-limited/3915
3899,Main Board,Laxmi India Finance Limited,Banking and Finance,PL Capital Markets Private Limited,Jaipur,254.26,2025-07-29,1970-01-01,,2025-07,2025,7,https://www.ipoplatform.com/ipo/laxmi-india-finance-limited/3899
3883,Main Board,Travel Food Services Limited,Hotels and Resorts - QSR,Batlivala & Karani Securities India Private Limited Batlivala & Karani Securities India Private Limited and Hsbc Securities & Capital Markets Private limited and ICICI Securities Limited and Kotak Mahindra Capital Company Limited +,Mumbai,2000.0,2025-07-07,1970-01-01,,2025-07,2025,7,https://www.ipoplatform.com/ipo/travel-food-services-limited/3883
3863,Main Board,Crizac Limited,Education - Edtech,Anand Rathi Securities Limited Anand Rathi Securities Limited and Equirus Capital Private Limited +,Kolkata,860.0,2025-07-02,1970-01-01,,2025-07,2025,7,https://www.ipoplatform.com/ipo/crizac-limited/3863
